ukcode,jycode,inputcode,chabbr
8454173,227,YZMB,200541,粤照明Ｂ
8454174,266,SWFB,200581,苏威孚Ｂ
8454175,237,JLB,200550,江 铃 Ｂ
8454176,98,HTB,200056,皇 庭 Ｂ
8454177,96,FDB,200055,方 大 Ｂ
8454179,283,GJGB,200596,古井贡Ｂ
8454180,161,DXB,200413,东 旭 Ｂ
8454181,166,XTEB,200418,小天鹅Ｂ
8454182,100,SSGB,200058,深赛格Ｂ
8454183,176,YGSB,200429,粤高速Ｂ
8454184,204,WMLB,200521,皖美菱Ｂ
8454185,259,SCCB,200570,苏常柴Ｂ
8454186,300,STDHB,200613,*ST东海B
8454187,312,CAB,200625,长 安 Ｂ
8454188,1050,WZB,200706,瓦 轴 Ｂ
8454189,241,SLDB,200553,沙隆达Ｂ
8454190,1048,STNTB,200468,*ST宁通Ｂ
8454191,179,CMB,200488,晨 鸣 Ｂ
8454192,398,JDFB,200725,京东方Ｂ
8454193,427,BGBB,200761,本钢板Ｂ
8454194,400,LTB,200726,鲁 泰 Ｂ
8454195,505,ZYB,200869,张 裕 Ｂ
8454196,214,DLB,200530,大 冷 Ｂ
8454198,1052,HQLB,200771,杭汽轮Ｂ
8454199,1053,YHBB,200986,粤华包Ｂ
8454200,1054,ZLB,200992,中 鲁 Ｂ
8454201,1045,SHB,200152,山 航 Ｂ
8454202,1046,DFB,200160,东 沣 B
8454203,1047,SZB,200168,舜 ? Ｂ
9502721,1805,YSBG,900901,云赛Ｂ股
9502722,1808,SBBG,900902,市北Ｂ股
9502723,1817,DZBG,900903,大众Ｂ股
9502724,1821,SQBG,900904,神奇Ｂ股
9502725,1819,LFXB,900905,老凤祥Ｂ
9502726,1815,ZYDB,900906,中毅达 B
9502727,1823,PQBG,900907,鹏起Ｂ股
9502728,1829,LJBG,900908,氯碱Ｂ股
9502729,1836,HYBG,900909,华谊Ｂ股
9502730,1831,HLBG,900910,海立Ｂ股
9502731,1854,JQBG,900911,金桥Ｂ股
9502732,1864,WGBG,900912,外高Ｂ股
9502733,1827,GXBG,900913,国新Ｂ股
9502734,1867,JTBG,900914,锦投Ｂ股
9502735,2054,ZLBG,900915,中路Ｂ股
9502736,1898,FHBG,900916,凤凰Ｂ股
9502737,2097,HXBG,900917,海欣Ｂ股
9502738,2056,YPBG,900918,耀皮Ｂ股
9502739,1919,LTBG,900919,绿庭Ｂ股
9502740,2082,SCBG,900920,上柴Ｂ股
9502741,2087,STDKB,900921,*ST丹科B
9502742,1912,SMBG,900922,三毛B股
9502743,2066,BLBG,900923,百联Ｂ股
9502744,2085,SGBG,900924,上工Ｂ股
9502745,2075,JDBG,900925,机电Ｂ股
9502746,2089,BXB,900926,宝 信 Ｂ
9502747,2060,WMBG,900927,物贸Ｂ股
9502748,2093,LGBG,900928,临港Ｂ股
9502749,2334,JLBG,900929,锦旅Ｂ股
9502750,1900,STHPB,900930,*ST沪普B
9502752,1881,LJBG,900932,陆家Ｂ股
9502753,2034,HXBG,900933,华新Ｂ股
9502754,1983,JJBG,900934,锦江Ｂ股
9502756,1418,EZBG,900936,鄂资Ｂ股
9502757,1952,HDBG,900937,华电Ｂ股
9502758,1979,THB,900938,天 海 Ｂ
9502759,2336,HLB,900939,汇 丽 Ｂ
9502760,1218,DMCB,900940,大名城Ｂ
9502761,2007,DXBG,900941,东信Ｂ股
9502762,1176,HSBG,900942,黄山Ｂ股
9502763,1394,KKBG,900943,开开Ｂ股
9502764,1923,TYBG,900946,天雁Ｂ股
9502765,1343,HKBG,900945,海控Ｂ股
9502766,1444,ZHBG,900947,振华Ｂ股
9502767,2337,YTBG,900948,伊泰Ｂ股
9502770,2340,STDHB,900951,*ST大化B
9502771,1312,JGBG,900952,锦港Ｂ股
9502772,2341,KMB,900953,凯 马 Ｂ
9502773,1730,HCBG,900955,海创Ｂ股
9502774,2342,DBBG,900956,东贝Ｂ股
9502775,2343,LYBG,900957,凌云Ｂ股
